gene_name	gene_length	rm_count	by_count
YAR019C	2925	95.0	50.0
YOR024W	324	0.0	0.0
YGL071W	2073	49.0	50.0
YGL257C	1677	247.0	150.0
YGR020C	357	255.0	207.0
YOR093C	4947	365.0	99.0
YAL046C	357	0.0	107.0
YDR198C	1440	174.0	199.0
YAL039C	810	243.0	51.0
YGR100W	2853	332.0	141.0
YER060W	1587	0.0	96.0
YOL118C	309	0.0	102.0
YDR286C	345	0.0	87.0
YHR141C	321	459.0	452.0
YPL128C	1689	50.0	50.0
YJL091C	1473	98.0	92.0
YBR191W	483	510.0	547.0
YDR380W	1908	49.0	147.0
YGL100W	1050	351.0	246.0
YGL056C	1584	359.0	50.0
YDR485C	2388	48.0	148.0
YPL239W	603	95.0	198.0
YPR183W	804	241.0	145.0
YOR206W	2133	518.0	325.0
YBL042C	1920	298.0	144.0
YOR391C	714	0.0	0.0
YDR525W-A	240	47.0	50.0
YBR089W	600	335.0	124.0
YLR075W	666	729.0	725.0
YBR054W	1035	48.0	95.0
YLR020C	1617	302.0	370.0
YNL217W	981	321.0	150.0
YER067W	486	140.0	53.0
YIL013C	4236	0.0	0.0
YPL206C	966	50.0	97.0
YDL060W	2367	574.0	478.0
YBR293W	1425	193.0	49.0
YNR052C	1302	145.0	102.0
YHR032W	1746	575.0	501.0
YEL032W	2916	402.0	321.0
YOL076W	2391	649.0	234.0
YDR136C	573	0.0	0.0
YHR203C	786	871.0	816.0
YJL136W-A	84	0.0	0.0
YML112W	891	100.0	50.0
YKL207W	762	289.0	486.0
YGL241W	3015	641.0	295.0
YOL014W	375	93.0	96.0
YPR176C	978	410.0	0.0
YDR057W	1629	251.0	266.0
YJL036W	1272	146.0	247.0
YER009W	378	427.0	360.0
YLR115W	2580	96.0	93.0
YLR140W	327	0.0	50.0
YGL114W	2178	239.0	0.0
YER167W	2556	290.0	47.0
YMR104C	2034	99.0	50.0
YER185W	912	0.0	0.0
YDL195W	3822	450.0	311.0
YNL199C	1605	210.0	302.0
YCR026C	2229	188.0	323.0
YBL052C	2496	202.0	300.0
YBR076W	1065	0.0	50.0
YNL317W	1398	95.0	48.0
YLL019C	2214	255.0	50.0
YBR009C	312	358.0	388.0
YHR052W	1131	474.0	248.0
YKR026C	918	252.0	193.0
YJR043C	1053	45.0	104.0
YJR012C	624	97.0	50.0
YKL060C	1080	1133.0	1157.0
YCR044C	1074	344.0	187.0
YDL177C	513	100.0	144.0
YLR264C-A	117	176.0	183.0
YNL073W	1731	300.0	207.0
YMR280C	4302	50.0	0.0
YFL020C	369	0.0	0.0
YNL328C	441	0.0	0.0
YJL014W	1605	809.0	681.0
YGR217W	6120	146.0	144.0
YOR174W	855	172.0	288.0
YPR149W	522	490.0	432.0
YNL015W	228	114.0	49.0
YCR084C	2142	400.0	287.0
YHR178W	2232	100.0	91.0
YHL050W-A	483	0.0	45.0
YJL127W-A	117	50.0	0.0
YLR283W	945	53.0	95.0
YPL170W	459	139.0	99.0
YJL221C	1770	0.0	47.0
YDR204W	1008	196.0	249.0
YBR085C-A	258	99.0	213.0
YDR251W	2493	196.0	294.0
YER089C	1395	189.0	96.0
YML057C-A	390	0.0	100.0
YOR074C	915	308.0	0.0
YPL028W	1197	915.0	555.0
YJR152W	1632	196.0	540.0
YKL025C	2040	96.0	143.0
YAR008W	828	142.0	198.0
YBR158W	1650	397.0	571.0
YOL097C	1299	732.0	435.0
YOR110W	1308	145.0	196.0
YCL033C	507	142.0	0.0
YNR020C	813	99.0	50.0
YBR258C	429	0.0	50.0
YNL146W	303	0.0	0.0
YAL007C	648	215.0	226.0
YLR262C-A	195	179.0	161.0
YIL115W-A	372	50.0	0.0
YBR223C	1635	141.0	0.0
YNL241C	1518	397.0	0.0
YJL154C	2835	314.0	355.0
YDR091C	1827	923.0	442.0
YJL123C	1437	309.0	327.0
YHR066W	1362	294.0	330.0
YPL047W	300	124.0	0.0
YPL188W	1245	399.0	96.0
YLR287C-A	192	287.0	282.0
YBR176W	939	198.0	196.0
YBL071C-B	99	0.0	0.0
YFR026C	510	0.0	47.0
YPL036W	2844	100.0	151.0
YGL238W	2883	605.0	346.0
YHR060W	546	100.0	47.0
YNL128W	1305	0.0	0.0
YLR312C	1197	0.0	0.0
YKL191W	1605	203.0	149.0
YNR006W	1869	196.0	141.0
YHR120W	2880	193.0	0.0
YAR050W	4614	0.0	48.0
YOL137W	1494	206.0	0.0
YDR530C	978	242.0	0.0
YER111C	3282	92.0	47.0
YER144C	2418	261.0	145.0
YOL039W	321	368.0	366.0
YIL083C	1098	251.0	142.0
YHL011C	963	509.0	348.0
YFR010W-A	189	0.0	98.0
YGR184C	5853	188.0	196.0
YMR303C	1047	392.0	408.0
YPL060W	1242	47.0	0.0
YDR411C	1026	99.0	277.0
YBR205W	1215	470.0	532.0
YOR321W	2262	147.0	50.0
YMR186W	2118	1802.0	1656.0
YJL225C	5277	47.0	99.0
YMR278W	1869	50.0	191.0
YML133W-B	483	0.0	50.0
YLR136C	858	0.0	0.0
YML133W-A	576	0.0	0.0
YGL260W	231	0.0	0.0
YMR207C	6372	50.0	47.0
YML015C	1041	139.0	49.0
YOR197W	1299	266.0	263.0
YKR089C	2733	306.0	190.0
YDL041W	354	0.0	0.0
YKR072C	1689	196.0	50.0
YDL014W	984	601.0	348.0
YPL114W	420	47.0	95.0
YER079W	633	0.0	106.0
YER024W	2772	250.0	292.0
YOR230W	1314	541.0	509.0
YGR234W	1200	1256.0	528.0
YMR178W	825	435.0	293.0
YDR395W	2835	682.0	188.0
YEL068C	333	0.0	0.0
YNL090W	579	165.0	295.0
YOR307C	1362	229.0	145.0
YGL052W	306	0.0	0.0
YBR095C	1293	48.0	100.0
YDR036C	1503	192.0	47.0
YGR043C	1002	0.0	100.0
YPL223C	507	0.0	0.0
YPL272C	1554	0.0	50.0
YJL222W-A	228	0.0	0.0
YJL222W-B	138	0.0	0.0
Q0032	291		
YEL032C-A	162	49.0	0.0
YFL005W	648	369.0	410.0
YCR010C	852	0.0	0.0
YMR152W	1098	148.0	174.0
YDR154C	351	366.0	373.0
YMR125W	2586	432.0	148.0
YMR029C	1572	372.0	341.0
YCL026C-A	582	0.0	0.0
YCL026C-B	582	132.0	0.0
YNL225C	1746	0.0	100.0
YJL055W	738	240.0	298.0
YPR102C	525	596.0	582.0
YNL334C	669	0.0	48.0
YNL188W	1302	348.0	144.0
YDR303C	2658	160.0	98.0
YPL086C	1674	285.0	328.0
YDR238C	2922	1166.0	518.0
YPR153W	423	0.0	0.0
YBR221W-A	105	0.0	0.0
YLL003W	2841	96.0	341.0
YER042W	555	0.0	50.0
YDR109C	2148	179.0	100.0
YDR221W	2109	203.0	51.0
YLR109W	531	597.0	551.0
YKR009C	2703	150.0	0.0
YMR078C	2226	191.0	188.0
YLR094C	1509	0.0	0.0
YDL154W	2706	50.0	0.0
YLR041W	321	97.0	0.0
YJR060W	1056	183.0	267.0
YNL161W	2271	244.0	247.0
YIL146C	1590	48.0	48.0
YLR195C	1368	416.0	428.0
YJL202C	348	0.0	0.0
YAL066W	309	0.0	0.0
YCR081C-A	237	0.0	45.0
YLR231C	1362	250.0	517.0
YKL016C	525	262.0	163.0
YPL111W	1002	95.0	0.0
YKL174C	1857	345.0	212.0
YKL121W	2559	96.0	50.0
YLR380W	1227	50.0	98.0
YMR012W	3834	614.0	340.0
YER093C	4293	177.0	0.0
YOR032W-A	201	0.0	0.0
YDL201W	861	100.0	50.0
YDR468C	675	50.0	97.0
YFR003C	468	99.0	176.0
YIL033C	1251	207.0	0.0
YOR368W	1206	159.0	201.0
YGR128C	2142	709.0	96.0
YIL048W	3456	150.0	247.0
YIL142C-A	333	48.0	47.0
YLR441C	768	834.0	825.0
YOL056W	912	150.0	142.0
YFR052W	825	446.0	195.0
YGR088W	1689	192.0	49.0
YGL073W	2502	195.0	184.0
YGL259W	498	50.0	0.0
YGR022C	330	50.0	50.0
YGR106C	798	599.0	486.0
YGL086W	2250	328.0	122.0
YAL044C	513	535.0	532.0
YPR081C	1857	95.0	97.0
YBR124W	360	0.0	0.0
YDR284C	870	310.0	439.0
YJL097W	654	100.0	191.0
YNL302C	435	559.0	466.0
YBR193C	672	65.0	0.0
YHR143W	978	345.0	671.0
YMR315W-A	108	0.0	0.0
YLR157W-E	165	0.0	0.0
YLR157W-D	213	0.0	0.0
YPR101W	528	150.0	95.0
YCL004W	1566	98.0	0.0
YCL054W-A	87	0.0	50.0
YPL042C	1668	147.0	140.0
YBL044W	369	0.0	0.0
YDR430C	2970	244.0	102.0
YGR193C	1233	223.0	49.0
YDR487C	627	394.0	267.0
YPR185W	2217	96.0	47.0
YER065C	1674	150.0	0.0
YLR077W	1752	240.0	198.0
YBR056W	1506	201.0	185.0
YLL020C	306	96.0	0.0
YHR034C	1035	0.0	0.0
YBL019W	1563	47.0	96.0
YOL070C	1506	290.0	174.0
YDL062W	426	97.0	47.0
YGR150C	2595	100.0	48.0
YPL200W	471	0.0	0.0
YNR054C	951	52.0	46.0
YDR130C	876	239.0	50.0
YIL015W	1764	0.0	510.0
YEL030W	1935	0.0	44.0
YBR291C	900	513.0	309.0
YPL135C-A	174	179.0	125.0
YML114C	1533	96.0	0.0
YCR108C	192	0.0	0.0
YHR201C	1194	560.0	193.0
YNL299W	1929	147.0	198.0
YGR008C	255	0.0	158.0
YNL311C	2292	100.0	0.0
YPR170C	336	68.0	95.0
YJL030W	591	205.0	145.0
YDR165W	1335	307.0	239.0
YGR248W	768	0.0	47.0
YBR074W	2931	618.0	144.0
YOR150W	492	167.0	169.0
YKL102C	306	0.0	0.0
YML036W	546	136.0	49.0
YDL088C	1587	267.0	49.0
YLR113W	1308	565.0	492.0
YLR142W	1431	0.0	138.0
YLL058W	1728	50.0	96.0
YDL197C	1578	100.0	296.0
YER130C	1332	49.0	81.0
YER165W	1734	971.0	348.0
YMR106C	1890	47.0	0.0
YER187W	426	50.0	0.0
YGL112C	1551	197.0	245.0
YMR244W	1068	0.0	0.0
YDL008W	498	47.0	198.0
YBL050W	879	457.0	204.0
YGR102C	552	139.0	0.0
YJR014W	597	202.0	47.0
YLR281C	468	50.0	50.0
YPL018W	1110	50.0	0.0
YPL185W	396	46.0	0.0
YJR041C	3525	191.0	247.0
YDL248W	1152	173.0	50.0
YKR028W	3102	383.0	431.0
YKL037W	357	0.0	0.0
YMR286W	261	50.0	0.0
YDL175C	1035	99.0	99.0
YKL168C	2175	50.0	147.0
YFL026W	1296	0.0	1022.0
YDL102W	3294	199.0	44.0
YGL029W	363	102.0	131.0
YDL128W	1236	263.0	176.0
YPL098C	342	0.0	94.0
YMR033W	1404	378.0	280.0
YPR003C	2265	272.0	47.0
YGR262C	786	186.0	259.0
YDR202C	1056	145.0	145.0
YGR215W	333	50.0	50.0
YNL013C	378	0.0	0.0
YDR253C	576	49.0	44.0
YCR082W	387	268.0	0.0
YJL223C	363	0.0	0.0
YOR001W	2202	346.0	50.0
YKL088W	1716	99.0	149.0
YEL075W-A	612	0.0	0.0
YLR276C	1785	487.0	338.0
YDL222C	930	0.0	0.0
YNL140C	570	51.0	49.0
YOL095C	2121	49.0	46.0
YNR022C	420	51.0	168.0
YDR409W	2715	49.0	50.0
YBR221C	1101	380.0	473.0
YEL018C-A	534	107.0	0.0
YDR169C-A	150	0.0	0.0
YDR097C	3729	94.0	238.0
YNR003W-A	99	50.0	50.0
YBR174C	315	91.0	97.0
YJL121C	717	74.0	94.0
YKL008C	1257	256.0	319.0
YER158W-A	216	98.0	97.0
YBR103W	1608	332.0	603.0
YNR004W	441	48.0	0.0
YPL032C	2478	243.0	199.0
YHR064C	1617	886.0	794.0
YKL197C	3132	0.0	50.0
YMR020W	1527	141.0	146.0
YPL172C	1389	102.0	100.0
YDR377W	306	335.0	239.0
YIR007W	2295	50.0	0.0
YPL045W	2397	488.0	191.0
YLR314C	1563	498.0	449.0
YFR020W	699	50.0	0.0
YNL126W	2541	243.0	50.0
YOR327C	348	187.0	48.0
YOL139C	642	697.0	618.0
YBR207W	1398	248.0	383.0
YNL269W	396	0.0	0.0
YDR532C	1158	0.0	50.0
YPL283W-A	576	0.0	80.0
YKL210W	3075	785.0	953.0
YER146W	282	215.0	211.0
YHR159W	1515	100.0	0.0
YPL132W	903	190.0	287.0
YIL114C	846	263.0	125.0
YJL089W	2490	50.0	47.0
YJL157C	2493	452.0	638.0
YMR301C	2073	150.0	148.0
YBL029W	1131	145.0	49.0
YMR188C	714	326.0	132.0
YGR154C	1071	45.0	52.0
YOR389W	1875	198.0	50.0
YLR130C	1269	875.0	531.0
YER022W	2064	240.0	340.0
YBR140C	9279	342.0	294.0
YKR070W	1059	0.0	94.0
YDL016C	303	50.0	47.0
YMR205C	2880	822.0	855.0
YNL203C	612	0.0	49.0
YJL185C	882	101.0	0.0
YNL022C	1473	254.0	248.0
YML017W	1782	161.0	103.0
YKR087C	1038	100.0	0.0
YOR232W	687	487.0	256.0
YGR281W	4434	535.0	48.0
YGR236C	288	43.0	50.0
YKR091W	741	0.0	0.0
YHL013C	924	148.0	99.0
YOR059C	1353	312.0	150.0
YLR120W-A	102	0.0	0.0
YOR309C	381	207.0	93.0
YBR097W	4365	96.0	0.0
YMR227C	1773	214.0	0.0
YDR030C	1521	0.0	190.0
YPL221W	2382	395.0	246.0
YPL274W	1764	150.0	46.0
YEL051W	771	507.0	322.0
YOL004W	4611	143.0	145.0
YGR014W	3921	196.0	282.0
YGL050W	822	101.0	48.0
YER179W	1005	0.0	0.0
Q0010	387		
Q0017	162		
YMR150C	573	100.0	143.0
YFL007W	6432	616.0	298.0
YGL182C	324	0.0	0.0
YCR012W	1251	1342.0	1334.0
Q0275	810		
YPL084W	2535	147.0	0.0
YDR354W	1143	298.0	224.0
YDR301W	4074	97.0	151.0
YJL053W	1140	156.0	151.0
YPR104C	2811	295.0	316.0
YPR151C	621	50.0	0.0
YOR381W-A	168	0.0	0.0
YNL332W	1023	0.0	0.0
YML028W	591	611.0	542.0
YLL001W	2274	434.0	150.0
YCL067C	633	58.0	0.0
YCL001W	567	279.0	409.0
YGL109W	324	0.0	138.0
YDR223W	1404	49.0	0.0
YLR043C	312	277.0	244.0
YJR062C	1374	94.0	48.0
YBR035C	687	277.0	155.0
YGR010W	1188	97.0	0.0
YNL167C	1944	178.0	0.0
YAL060W	1149	776.0	409.0
YIL144W	2076	145.0	50.0
YIL133C	600	489.0	299.0
YLR193C	528	94.0	90.0
YJL200C	2370	1520.0	1331.0
YBR148W	1830	0.0	0.0
YPL113C	1191	94.0	145.0
YKL041W	675	206.0	192.0
YML012C-A	378	48.0	0.0
YNL067W	576	654.0	652.0
YDR089W	2610	420.0	268.0
YKL014C	5295	188.0	236.0
YLR237W	1797	97.0	48.0
YKL176C	2487	352.0	147.0
YDR249C	1122	191.0	100.0
YER091C	2304	1916.0	1158.0
YIR024C	651	46.0	0.0
YJR008W	1017	400.0	167.0
YDL203C	1872	143.0	100.0
YML031W	1968	402.0	308.0
YLR215C	1083	43.0	96.0
YML082W	1950	99.0	249.0
YGL063C-A	150	0.0	0.0
YOL054W	1221	147.0	145.0
YFR001W	615	176.0	147.0
YNL109W	546	139.0	50.0
YFR054C	579	0.0	0.0
YIL031W	3105	50.0	0.0
YLR203C	1311	200.0	0.0
YLR342W	5631	1614.0	1564.0
YLR335W	2163	269.0	251.0
YJR102C	609	98.0	50.0
YOR020C	321	347.0	136.0
YGL131C	4212	146.0	0.0
YJR088C	879	48.0	451.0
YGR104C	924	96.0	96.0
YLR368W	1797	295.0	100.0
YBR268W	318	240.0	46.0
YPR083W	1740	95.0	50.0
YHL019W-A	594	148.0	0.0
YGL088W	366	191.0	170.0
YGR173W	1107	357.0	194.0
YER084W-A	513	0.0	0.0
YDR282C	1245	97.0	96.0
YDR009W	1563	0.0	0.0
YJL095W	4437	100.0	49.0
YOL159C-A	273	47.0	45.0
YHL048C-A	135	0.0	0.0
YBR126C	1488	188.0	283.0
YOL149W	696	243.0	140.0
YGL202W	1503	841.0	791.0
YJR128W	360	0.0	0.0
YPR187W	468	270.0	155.0
YEL018W	840	154.0	0.0
YFL012W-A	375	0.0	0.0
YDR432W	1245	375.0	308.0
YGR195W	741	101.0	0.0
YGL104C	1461	242.0	50.0
YBL046W	1326	100.0	148.0
YHR036W	1416	94.0	125.0
YOL072W	1368	51.0	199.0
YHR131W-A	246	0.0	0.0
YGL159W	1113	268.0	249.0
YIL017C	2766	147.0	145.0
YOL123W	1605	281.0	254.0
YDR132C	1488	144.0	0.0
YML116W	1629	195.0	255.0
YNR056C	1686	49.0	51.0
YDR185C	540	99.0	46.0
YBR084C-A	570	640.0	583.0
YHR207C	1581	99.0	92.0
YNL220W	1302	929.0	1069.0
YGR060W	930	718.0	505.0
YJL032W	315	50.0	121.0
YNL313C	2715	292.0	237.0
YGL031C	468	569.0	529.0
YOR183W	390	0.0	0.0
YGR124W	1719	872.0	824.0
YPR172W	603	131.0	49.0
YDR053W	396	0.0	0.0
YLR111W	333	50.0	0.0
YML034W	2505	151.0	0.0
YPR023C	1206	286.0	97.0
YPL126W	2691	570.0	334.0
YLR144C	2340	248.0	151.0
YEL072W	696	250.0	194.0
YPR058W	924	98.0	99.0
YDL020C	1596	428.0	195.0
YML061C	2580	304.0	423.0
YBR050C	1017	0.0	0.0
YDL191W	363	454.0	548.0
YHR101C	1008	98.0	0.0
YER163C	699	48.0	48.0
YPL268W	2610	95.0	53.0
YER132C	5262	200.0	48.0
YER039C-A	219	50.0	50.0
YGL110C	1875	155.0	141.0
YDR179W-A	1392	0.0	146.0
YMR242C	519	577.0	481.0
YBR079C	2895	881.0	196.0
YPL183C	3042	678.0	345.0
YKL031W	414	0.0	50.0
YPR118W	1236	511.0	433.0
YHR056C	2652	198.0	145.0
YJL105W	1683	101.0	100.0
YJR016C	1758	1333.0	999.0
YDL100C	1065	750.0	568.0
YMR284W	1809	196.0	0.0
YGL032C	264	0.0	55.0
YMR035W	534	102.0	109.0
YOR178C	2382	189.0	95.0
YKR011C	1062	195.0	99.0
YOR393W	1314	0.0	0.0
YBR031W	1089	1013.0	1008.0
YPR005C	885	0.0	47.0
YNL044W	531	397.0	235.0
YDR200C	1815	217.0	48.0
YDR255C	1266	0.0	152.0
YGR260W	1605	553.0	121.0
YNL011C	1335	150.0	235.0
YKL057C	3114	470.0	243.0
YLR274W	2328	293.0	370.0
YJR156C	1023	0.0	0.0
YOR007C	1041	741.0	540.0
YDL220C	2775	189.0	48.0
YNL142W	1500	1361.0	1563.0
YHR019C	1665	1130.0	513.0
YAL003W	621	716.0	637.0
YGR138C	1845	298.0	152.0
YIL078W	2205	1382.0	1370.0
YFL024C	2499	95.0	150.0
YDR095C	411	0.0	50.0
YJL127C	1923	95.0	147.0
YBL092W	393	396.0	471.0
YFL053W	1776	0.0	0.0
YBR201C-A	204	0.0	0.0
YJL158C	684	381.0	417.0
YKL156C-A	117	198.0	113.0
YDR375C	1371	385.0	190.0
YIR001C	753	197.0	49.0
YKL195W	1212	268.0	242.0
YNL179C	438	0.0	42.0
YDR320C	2007	150.0	48.0
YNR002C	849	139.0	0.0
YPL030W	1704	227.0	100.0
YDR452W	2025	501.0	414.0
YLR316C	969	96.0	50.0
YFR022W	2202	47.0	49.0
YNL124W	1479	93.0	49.0
YGL225W	1014	462.0	338.0
YAR023C	540	45.0	0.0
YBR209W	318	0.0	0.0
YOR325W	474	0.0	0.0
YDR534C	1587	0.0	0.0
YMR324C	243	0.0	0.0
YCR018C-A	255	50.0	50.0
YDR129C	1929	1010.0	877.0
YOR069W	2028	279.0	196.0
YGR038W	669	45.0	175.0
YER140W	1671	198.0	284.0
YFL029C	1107	50.0	47.0
YBR227C	1563	205.0	94.0
YLR378C	1443	248.0	196.0
YHR157W	549	0.0	0.0
YPL130W	672	0.0	0.0
YIL116W	1158	885.0	599.0
YOL100W	3246	99.0	0.0
YGR156W	1278	51.0	143.0
YFR048W	1989	143.0	50.0
YGL169W	1281	223.0	123.0
YMR307W	1680	1278.0	1139.0
YOL006C	2310	294.0	295.0
YOL021C	3006	198.0	210.0
YLR132C	873	45.0	88.0
YER020W	1350	261.0	305.0
YML011C	534	0.0	48.0
YNL201C	2577	96.0	0.0
YDR398W	1932	736.0	242.0
YCR028C-A	408	186.0	97.0
YER075C	2787	291.0	150.0
YJL187C	2460	51.0	195.0
YLR018C	900	219.0	212.0
YKR085C	588	52.0	253.0
YLR063W	1098	0.0	46.0
YOR234C	324	418.0	379.0
YBR289W	2718	147.0	247.0
YKR093W	1806	96.0	50.0
YKL212W	1872	654.0	440.0
YMR221C	1515	101.0	183.0
Q0070	1893		
YMR105W-A	195	0.0	0.0
YOR269W	1485	145.0	0.0
YOR212W	1272	449.0	558.0
YDR520C	2319	0.0	197.0
YGR016W	573	145.0	0.0
YEL053C	2202	48.0	99.0
YPL037C	474	514.0	527.0
YMR156C	717	99.0	0.0
YCR014C	1749	45.0	0.0
YGL184C	1398	102.0	0.0
YHR125W	306	0.0	0.0
YLR158C	1089	0.0	730.0
YMR129W	4014	352.0	231.0
YBL071C	309	49.0	50.0
YPR106W	1332	144.0	0.0
YER068C-A	432	50.0	45.0
YDR158W	1098	1060.0	873.0
YHR065C	1506	429.0	324.0
YOR164C	939	179.0	550.0
YPL082C	5604	386.0	307.0
YDR323C	1548	139.0	94.0
YGR283C	1026	140.0	48.0
YMR174C	207	50.0	0.0
YCR049C	447	0.0	0.0
YLR429W	1956	865.0	534.0
YLL007C	1998	50.0	147.0
YCL065W	369	93.0	0.0
YCR032W	6504	145.0	239.0
YDR105C	1422	98.0	283.0
YLR045C	2667	389.0	144.0
YNL063W	945	191.0	0.0
YLR098C	1947	98.0	195.0
YIR038C	705	194.0	147.0
YDL209C	1020	50.0	45.0
YPL117C	867	646.0	485.0
YKR058W	1851	100.0	149.0
YBR033W	2760	94.0	50.0
YDR369C	2565	0.0	0.0
YAL062W	1374	0.0	147.0
YLR453C	1188	98.0	51.0
YMR298W	453	50.0	99.0
YDR350C	2055	243.0	199.0
YNL165W	1221	95.0	0.0
YDR261C	1689	217.0	193.0
YIL131C	1455	174.0	192.0
YBR146W	837	340.0	94.0
YAL044W-A	333	147.0	156.0
YKL012W	1752	250.0	237.0
YPL115C	3387	50.0	183.0
YLR235C	399	0.0	0.0
YJL164C	1194	48.0	47.0
YNL065W	1761	150.0	95.0
YNL030W	312	364.0	380.0
YLR191W	1161	490.0	151.0
YJL004C	612	194.0	65.0
YDR356W	2835	212.0	239.0
YDR426C	378	49.0	49.0
YJL051W	2469	148.0	50.0
YLR217W	324	143.0	192.0
YKR032W	315	0.0	0.0
YGR296C-B	483	0.0	0.0
YGR296C-A	576	0.0	0.0
YDL205C	984	291.0	434.0
YML080W	1272	149.0	96.0
YHR180W	492	0.0	45.0
YMR016C	2358	100.0	0.0
YER097W	330	0.0	0.0
YIL037C	1971	48.0	48.0
YOL052C	1191	93.0	149.0
YDR475C	2631	148.0	89.0
YFR056C	369	0.0	137.0
YER107W-A	321	165.0	0.0
YJR100C	984	241.0	143.0
YLR340W	939	922.0	752.0
YDL178W	1593	790.0	685.0
YKL043W	1101	47.0	140.0
YJR020W	333	50.0	44.0
YGR171C	1728	50.0	48.0
YAL048C	1989	196.0	148.0
YPR085C	1332	50.0	100.0
YGL200C	612	413.0	391.0
YOR019W	2193	97.0	47.0
YOR044W	474	189.0	100.0
YOR387C	621	0.0	0.0
YBR120C	489	50.0	47.0
YDR280W	918	390.0	466.0
YHR138C	345	0.0	0.0
YPR189W	4299	166.0	490.0
YEL008C-A	93	48.0	0.0
YOR008C-A	225	0.0	0.0
YGR197C	1644	50.0	47.0
YIL099W	1650	0.0	50.0
YLL024C	1920	1018.0	622.0
YHL007C	2820	276.0	236.0
YGL106W	450	298.0	289.0
YOR375C	1365	1378.0	1355.0
YBL048W	312	0.0	0.0
YOR022C	2148	0.0	151.0
YIL019W	1041	0.0	0.0
YMR086C-A	339	0.0	0.0
YER074W-A	258	144.0	50.0
YOR099W	1182	440.0	469.0
YOL029C	606	144.0	0.0
YNL222W	621	186.0	100.0
YAR068W	486	49.0	0.0
YML118W	1518	0.0	0.0
YHR205W	2475	97.0	50.0
YDR187C	519	95.0	47.0
YOL121C	435	484.0	420.0
YNR058W	1443	100.0	0.0
YOR394C-A	168	0.0	0.0
YGL033W	645	0.0	0.0
YMR215W	1575	429.0	415.0
YDR051C	1005	229.0	147.0
YGR062C	951	50.0	148.0
YBR078W	1290	875.0	796.0
YPL240C	2130	535.0	434.0
YDL022W	1176	279.0	345.0
YPR021C	2709	100.0	139.0
YGR244C	1284	448.0	433.0
YDR496C	1971	394.0	473.0
YEL070W	1509	0.0	0.0
YML032C	1416	247.0	99.0
YLR146C	903	198.0	140.0
YGR059W	1539	0.0	0.0
YDR543C	300	0.0	0.0
YDL193W	1128	199.0	0.0
YER067C-A	324	91.0	53.0
YBR052C	633	313.0	321.0
YER134C	537	223.0	0.0
YNL088W	4287	495.0	335.0
YER161C	1002	292.0	50.0
YBR103C-A	144	0.0	48.0
YBR083W	1461	99.0	49.0
YHR103W	2559	465.0	238.0
YDR461C-A	243	0.0	44.0
YBR058C-A	243	197.0	215.0
YOR042W	1236	237.0	250.0
YCR079W	1329	144.0	46.0
YDR164C	2175	194.0	47.0
YKL033W	3117	146.0	96.0
YNL046W	519	96.0	106.0
YJL107C	1164	49.0	0.0
YPL181W	1521	424.0	378.0
YHR054C	1065	50.0	50.0
YDL106C	1680	148.0	99.0
YHR081W	555	48.0	50.0
YPL014W	1146	48.0	99.0
YDL179W	915	249.0	187.0
YER056C	1602	1172.0	1248.0
YML063W	768	829.0	815.0
YLR417W	1701	149.0	296.0
YBL054W	1578	198.0	0.0
YLR084C	3663	100.0	100.0
YMR080C	2916	334.0	94.0
YKR013W	990	248.0	327.0
YGL025C	1194	248.0	253.0
YCR102W-A	198	0.0	0.0
YLR346C	306	0.0	0.0
YPR007C	2043	0.0	0.0
YMR117C	642	52.0	90.0
YDL124W	939	146.0	193.0
YDR257C	1485	377.0	197.0
YGR266W	2106	488.0	162.0
YGR219W	342	188.0	124.0
YHR163W	750	542.0	208.0
YJR106W	2178	51.0	0.0
YIL176C	363	0.0	0.0
YMR244C-A	315	0.0	52.0
YLR272C	3531	98.0	0.0
YOR005C	2835	96.0	50.0
YDL226C	1059	296.0	186.0
YKL059C	1326	48.0	49.0
YGL092W	3954	615.0	379.0
YCL039W	2238	50.0	94.0
YER148W-A	579	99.0	95.0
YGR136W	726	272.0	50.0
YDR513W	432	132.0	147.0
YGR070W	3468	144.0	146.0
YKL084W	351	0.0	0.0
YNL079C	600	505.0	393.0
YFL051C	483	0.0	0.0
YJL125C	1152	50.0	192.0
YBR107C	738	56.0	99.0
YBL090W	534	148.0	50.0
YPR130C	408	0.0	0.0
YKL142W	660	249.0	211.0
YPL049C	1359	281.0	101.0
YNL122C	348	100.0	99.0
YJL070C	2667	100.0	48.0
YDR373W	573	149.0	184.0
YIR003W	2040	297.0	150.0
YDR450W	441	499.0	537.0
YHR073W-A	177	47.0	0.0
YGL227W	2877	91.0	48.0
YOR350C	1992	95.0	144.0
YHL024W	2142	45.0	50.0
YER142C	891	50.0	0.0
YGR036C	720	98.0	50.0
YDR536W	1710	50.0	0.0
YHR199C-A	222	0.0	0.0
YAL001C	3483	341.0	193.0
YAL054C	2142	50.0	147.0
YHR155W	3687	146.0	50.0
YPL136W	369	51.0	0.0
YOL102C	693	0.0	246.0
YBR252W	444	255.0	74.0
YBR225W	2703	94.0	51.0
YIL110W	1134	409.0	292.0
YBR169C	2082	145.0	0.0
YMR305C	1170	599.0	423.0
YJL085W	1872	46.0	102.0
YDR224C	396	458.0	444.0
YEL055C	3069	396.0	330.0
YPR193C	471	0.0	48.0
YML013W	1755	98.0	48.0
